title,Year,Month,viewCount,likeCount,commentCount,durationSecs
Müziğin hayatımızdaki yeri ne? Duygu Atakan değerlendirdi,2023,Jan,1813.0,20.0,2.0,899.0
"Cumhurbaşkanı Erdoğan: ""Yaşadığımız sevince tahammül edemediler""",2023,Jan,1687.0,20.0,9.0,159.0
İnternetten teşhis koyma tehlike boyutunu aştı mı? Prof. Dr. Celalettin Kocatürk değerlendirdi,2023,Jan,459.0,3.0,1.0,841.0
Artık doktor yerine internete mi başvuruyoruz? Prof. Dr. Celalettin Kocatürk değerlendirdi,2023,Jan,276.0,2.0,1.0,561.0
#CANLI - Cumhurbaşkanı Erdoğan Muğla'da toplu açılış töreninde konuşuyor,2023,Jan,9755.0,111.0,33.0,1801.0
Türkiye İsveç'in NATO üyeliği için ne diyecek? Emekli Büyükelçi Selim Kuneralp değerlendirdi,2023,Jan,1274.0,6.0,3.0,1000.0
“Eşit olmazsak kalkarız” resti mi yapıldı? | Olaylar ve Görüşler - 13 Ocak 2023,2023,Jan,4230.0,31.0,24.0,16173.0
"ABD, Türkiye'ye F-16 verecek mi? #shorts",2023,Jan,2534.0,32.0,7.0,49.0
"Kimlere ""Narsist"" denir? Prof. Dr. Aytül Çorapçıoğlu açıkladı",2023,Jan,2901.0,50.0,9.0,1111.0
Kaldırımlarda scooter çilesi!,2023,Jan,1281.0,7.0,12.0,166.0
Gıdalarda Fiyat sabitleme çözüm mü? Aydın Ağaoğlu değerlendirdi,2023,Jan,709.0,7.0,4.0,1273.0
Hangi ürüne bir ayda ne zam geldi? Aydın Ağaoğlu değerlendirdi,2023,Jan,657.0,11.0,4.0,829.0
Güzellik Uzmanı Suna Dumankaya Doğal Olarak'ın konuğu oldu - 14 Ocak 2023,2023,Jan,1189.0,13.0,1.0,1635.0
İnsansız savaşlar mı geliyor? Salih Gamsız değerlendirdi,2023,Jan,1691.0,32.0,4.0,487.0
Hangi ülkeler Türkiye'den İHA alıyor? Salih Gamsız açıkladı,2023,Jan,10249.0,141.0,14.0,808.0
Milli Muharip Uçak Hangardan çıkıyor! Salih Gamsız değerlendirdi,2023,Jan,389487.0,4564.0,622.0,1108.0
Bolsonaro sınır dışı edilecek mi? Ali Çınar değerlendirdi,2023,Jan,581.0,3.0,1.0,257.0
Sanatçı Burhan Çaçan vefat etti,2023,Jan,18192.0,89.0,27.0,103.0
Adalet Bakanlığı Biden için özel savcı atadı... Ali Çınar Aktardı,2023,Jan,513.0,0.0,1.0,361.0
Bir gece hastanede yatan Akşener'in durumu iyi,2023,Jan,517.0,17.0,2.0,120.0
Ambulansa yol vermeyen beton mikseri yola çimento dökerek ilerledi!,2023,Jan,2196.0,27.0,25.0,100.0
Olaylar ve Görüşler'de seçimi kimin önde götürdüğü konuşuluyor...,2023,Jan,43439.0,207.0,158.0,5438.0
Seçim 14 Mayıs’ta mı olacak? Özel Röportaj - 13 Ocak 2023,2023,Jan,885.0,4.0,8.0,2972.0
İmamoğlu hala denklemde mi? Prof. Dr. Ersan Şen yanıtladı,2023,Jan,14842.0,86.0,22.0,640.0
Toplum muhalefetin adayı olarak kimi görmek istiyor? Hilmi Daşdemir yanıtladı,2023,Jan,2283.0,9.0,5.0,580.0
Olaylar ve Görüşler'de seçimi kimin önde götürdüğü konuşuluyor...,2023,Jan,14107.0,49.0,8.0,3170.0
Vatandaşın cebi ne zaman rahatlayacak? Faruk Aksoy yanıtladı,2023,Jan,2616.0,12.0,11.0,635.0
6’lı Masa ekonomide ne vadediyor? Müslim Sarı yanıtladı,2023,Jan,1528.0,5.0,2.0,629.0
Olaylar ve Görüşler'de ekonominin seçime etkisi konuşuluyor...,2023,Jan,17726.0,90.0,39.0,4083.0
Muhalefet nasıl yönetecek? Cem Küçük yanıtladı,2023,Jan,2367.0,8.0,13.0,658.0
Seçim yarışını kim önde götürüyor? Prof. Dr. Ersan Şen yanıtladı,2023,Jan,90559.0,568.0,242.0,1033.0
6'lı Masa'da oy oranları kaç? Hilmi Daşdemir yanıtladı,2023,Jan,37460.0,152.0,109.0,980.0
"6'lı Masa nasıl yönetecek, sistem önerisi işler mi? Murat Gezici yanıtladı",2023,Jan,2553.0,10.0,2.0,734.0
"Olaylar ve Görüşler'de Davutoğlu'nun ""Kalkarız"" uyarısı konuşuluyor...",2023,Jan,17789.0,62.0,37.0,2848.0
6'lı Masa 2'li ittifaka döner mi? Faruk Aksoy yanıtladı,2023,Jan,2501.0,4.0,1.0,660.0
"Ahmet Davutoğlu'nun ""Kalkarız"" uyarısı nasıl yorumlandı? Müslim Sarı yanıtladı",2023,Jan,880.0,1.0,4.0,483.0
Yeni bir çözüm süreci olur mu? Bülent Turan yanıtladı,2023,Jan,806.0,4.0,4.0,295.0
Anayasa teklifi için CHP-İYİ Parti ile görüşme olacak mı? Bülent Turan yanıtladı,2023,Jan,889.0,1.0,3.0,492.0
Seçim 14 Mayıs'ta mı olacak? Bülent Turan yanıtladı,2023,Jan,1120.0,4.0,4.0,195.0
AK Parti Grup Başkanvekili Bülent Turan Özel Röportaj'da soruları yanıtlıyor...,2023,Jan,4070.0,24.0,16.0,1741.0
"""6 Lidere Eşit İmza"" tartışmasını nasıl yorumluyor? Bülent Turan yanıtladı",2023,Jan,506.0,3.0,4.0,714.0
30 Ocak’ta aday açıklanacak mı? | HT 360 - 13 Ocak 2023,2023,Jan,1158.0,7.0,4.0,3380.0
"""6 Lidere Eşit Yetki""ye kim, ne diyor? Elfin Tataroğlu yanıtladı",2023,Jan,656.0,1.0,1.0,533.0
Yaşananlar Türkiye - İsveç ilişkilerini nasıl etkiler? Prof. Dr. Hüseyin Bağcı yanıtladı,2023,Jan,400.0,0.0,3.0,412.0
Fatih Altaylı ile Bire Bir Ata Demirer & Mustafa Sandal & Gaye Su Akyol,2023,Jan,17256.0,246.0,22.0,6962.0
Dışişleri Bakanı Mevlüt Çavuşoğlu konuşuyor...,2023,Jan,1170.0,9.0,1.0,346.0
#CANLI - Cumhurbaşkanı Erdoğan Rami Kütüphanesi açılışında konuşuyor,2023,Jan,1229.0,18.0,3.0,1113.0
James Webb teleskobu Dünyaya benzer gezegen keşfetti,2023,Jan,1815.0,17.0,2.0,74.0
#CANLI - Kültür ve Turizm Bakanı Ersoy konuşuyor,2023,Jan,495.0,1.0,0.0,369.0
6 Lider eşit yetki sorun çıkarır mı?  Prof. Dr. Mehmet Şahin ve Orhan Bursalı yanıtladı,2023,Jan,762.0,0.0,4.0,1760.0
Kağıthane-İstanbul Havalimanı metrosu süresi kaç dakika?,2023,Jan,7211.0,62.0,18.0,121.0
Üreticinin desteklenmesi et ve süt problemi çözer mi? İrfan Donat değerlendirdi,2023,Jan,1289.0,7.0,4.0,481.0
Hafta sonu hava nasıl olacak? Hüseyin Öztel değerlendirdi,2023,Jan,3127.0,25.0,5.0,406.0
Kıdem tazminatı tavanı belli oldu! Ahmet Kıvanç değerlendirdi,2023,Jan,4600.0,29.0,6.0,729.0
EYT ne zaman yasalaşacak? | Para Gündem - 13 Ocak 2023,2023,Jan,2223.0,23.0,9.0,6528.0
ABD'de enflasyondaki düşüş piyasaları nasıl etkiledi? Yavuz Barlas değerlendirdi,2023,Jan,674.0,3.0,2.0,540.0
"6'lı Masa'da ""Eşit İmza"" tartışmasına ne diyor? | HT 360 Gece -  13 Ocak 2023",2023,Jan,1488.0,1.0,1.0,12044.0
Borsada beklenti ne yönde? Tevfik Eraslan değerlendirdi,2023,Jan,2401.0,33.0,1.0,1331.0
Rami Kütüphanesi için geri sayım... Detayları Kültür ve Turizm Bakanı Habertürk TV’de aktardı,2023,Jan,2071.0,29.0,4.0,806.0
Son Dakika... AK Parti Grup Başkanvekili Elitaş’tan sözleşmeliye kadro açıklaması,2023,Jan,7738.0,28.0,46.0,484.0
#CANLI - AK Parti Grup Başkanvekili Mustafa Elitaş konuşuyor,2023,Jan,5537.0,20.0,15.0,756.0
Giyimde kış indirimi öne çekilir mi? Sinan Öncel yanıtladı,2023,Jan,223.0,0.0,1.0,1370.0
Çin'de kızgın bir müşteri otomobiliyle otel lobisine girdi,2023,Jan,453.0,17.0,3.0,80.0
"Atina, önlem alınmasını için Avrupa Birliği'ne başvuruda bulundu",2023,Jan,2250.0,11.0,8.0,101.0
Haji Wright Fenerbahçe'ye gelir mi? Ara transferde neler olacak?  Serdar Ali Çelikler değerlendirdi,2023,Jan,31325.0,285.0,74.0,704.0
İstanbul'un yeni taksileri tanıtıldı,2023,Jan,2450.0,29.0,7.0,176.0
Kimler çifte maaş zammı alacak?,2023,Jan,2417.0,14.0,5.0,105.0
CHP'li Özgür Özel'den Emin Şen iddiası!,2023,Jan,900.0,5.0,4.0,142.0
6’lı masada kazanacak aday kim? | Nedir Ne Değildir? - 12 Ocak 2023,2023,Jan,1397.0,7.0,1.0,2665.0
HT 360 Gece'de 6 lidere eşit yetki tartışması konuşuluyor...,2023,Jan,10053.0,23.0,0.0,6843.0
HDP kapatılırsa sonucu ne olur? | Nedir Ne Değildir? - 12 Ocak 2023,2023,Jan,5458.0,2.0,3.0,3266.0
"""13 Ocak'ta İBB'ye kayyum atanacak"" iddiası nereden çıktı? İhsan Aktaş yanıtladı",2023,Jan,1014.0,2.0,1.0,230.0
Seçim 2. tura kalırsa ne olur? Prof. Dr. Fuat Keyman yanıtladı,2023,Jan,2012.0,6.0,2.0,353.0
CHP liderinden geçmiş olsun ziyareti,2023,Jan,1165.0,7.0,4.0,105.0
6 lider yetkiyi nasıl paylaşacak? Pınar Hacıbektaşoğlu yanıtladı,2023,Jan,338.0,2.0,2.0,528.0
"""İkili Mekanizma"" nasıl işleyecek? Dr. Rezan Epözdemir yanıtladı",2023,Jan,369.0,2.0,1.0,692.0
Muhalefet nasıl yönetecek? Prof. Dr. Fuat Keyman yanıtladı,2023,Jan,652.0,3.0,4.0,685.0
HT 360 Gece'de 6 lidere eşit yetki tartışması konuşuluyor...,2023,Jan,10103.0,23.0,1.0,5392.0
"Ahmet Davutoğlu neden ""Kriz Çıkar"" dedi? Dr. Gülfem Saydan Sanver yanıtladı",2023,Jan,1363.0,8.0,2.0,504.0
Ahmet Davutoğlu'nun eşit imza yetkisi çıkışına ne diyor? İhsan Aktaş yanıtladı,2023,Jan,2124.0,6.0,7.0,918.0
"Son Dakika! İYİ Parti Genel Başkanı Meral Akşener, kalp rahatsızlığı sebebiyle hastaneye kaldırıldı",2023,Jan,16652.0,57.0,104.0,268.0
Eşit yetki istikrar mı olur kaos mu? Pınar Hacıbektaşoğlu yanıtladı,2023,Jan,474.0,2.0,0.0,598.0
"6'lı Masa'da ""Eşit İmza"" tartışmasına ne diyor? Dr. Rezan Epözdemir yanıtladı",2023,Jan,1286.0,7.0,3.0,317.0
"6'lı Masa'da ""Türklük"" tartışması için ne diyor? Prof. Dr. Kürşad Zorlu yanıtladı",2023,Jan,881.0,7.0,3.0,397.0
Muhalefetin adayı kim olacak? Prof. Dr. Kürşad Zorlu yanıtladı,2023,Jan,505.0,3.0,1.0,184.0
Muhalefet nasıl yönetecek? Prof. Dr. Kürşad Zorlu yanıtladı,2023,Jan,537.0,5.0,2.0,566.0
"6'lı Masa'da ""Eşit İmza"" tartışmasına ne diyor? Prof. Dr. Kürşad Zorlu yanıtladı",2023,Jan,835.0,3.0,4.0,542.0
İYİ Parti Sözcüsü Prof. Dr. Kürşad Zorlu Nedir Ne Değildir'de soruları yanıtlıyor...,2023,Jan,3254.0,16.0,12.0,1354.0
AK Parti Kürt seçmene ne vadediyor? Orhan Miroğlu yanıtladı,2023,Jan,4023.0,26.0,31.0,528.0
AK Parti MKYK Üyesi Orhan Miroğlu Nedir Ne Değildir'de soruları yanıtlıyor...,2023,Jan,4518.0,17.0,3.0,3258.0
HDP adayı seçimi nasıl etkiler? Orhan Miroğlu yanıtladı,2023,Jan,1468.0,3.0,3.0,250.0
HDP seçimden önce kapatılırsa ne olur? Orhan Miroğlu yanıtladı,2023,Jan,991.0,1.0,4.0,255.0
HDP için kapatma kararı çıkar mı? Orhan Miroğlu yanıtladı,2023,Jan,7503.0,15.0,11.0,585.0
Diğer liderler eşit yetkiye ne diyor? | HT 360 - 12 Ocak 2023,2023,Jan,832.0,10.0,2.0,3307.0
İsveç'te skandal gösteri!,2023,Jan,12888.0,20.0,36.0,364.0
Masanın mutabakatına uymazsa ne olur? Nagehan Alçı değerlendirdi,2023,Jan,1241.0,6.0,7.0,420.0
Putin'e komutan dayanmıyor! Çetiner Çetin değerlendirdi,2023,Jan,2058.0,28.0,6.0,607.0
Kuraklık gıda sıkıntısı getirir mi? Ali Ekber Yıldırım değerlendirdi,2023,Jan,1132.0,11.0,5.0,419.0
En güçlü pasaportlar açıklandı... Türkiye kaçıncı sırada?,2023,Jan,1017.0,8.0,8.0,102.0
Heybeliada sanatoryumu için karar!,2023,Jan,383.0,1.0,1.0,156.0
İstanbul'a beklenen yağışlar düşmedi!,2023,Jan,1012.0,12.0,3.0,111.0
Fiyat sabitleme nasıl denetlenecek? Av. İbrahim Güllü ve Abdurrahman Yıldırım değerlendirdi,2023,Jan,541.0,0.0,2.0,1103.0
Borsada türbülans devam edecek mi? Haberturk.com Finans Editörü Rahim Ak yanıtladı,2023,Jan,1267.0,13.0,2.0,525.0
#CANLI - Cumhurbaşkanı Erdoğan Çankaya'daki toplantıda konuşuyor,2023,Jan,944.0,9.0,5.0,575.0
Ev fiyatını etkileyen faktörler ne? | Para Gündem - 12 Ocak 2023,2023,Jan,1970.0,25.0,4.0,6399.0
“6 lidere eşit yetki”ye kim ne diyor? Dr. Fırat ve Prof. Dr. Hacısalihoğlu yanıtladı,2023,Jan,1425.0,2.0,2.0,1487.0
İlişkileri bozan telefon bağımlılığı,2023,Jan,359.0,5.0,3.0,178.0
Çorlu tren kazası davasında 12. duruşma,2023,Jan,1608.0,7.0,6.0,104.0
6'lı Masa'da uyumsuzluk var mı? | Habertürk Gündem - 11 Ocak 2023,2023,Jan,3201.0,21.0,16.0,15038.0
Kimler çifte maaş zammı alacak? Ahmet Kıvanç değerlendirdi,2023,Jan,6959.0,54.0,27.0,456.0
Konut fiyatları neden yükseliyor? Dr. Ziya Yılmaz değerlendirdi,2023,Jan,12648.0,82.0,37.0,1869.0
İnşaat sektörüne yapılan destek yeterli mi? Dr. Ziya Yılmaz değerlendirdi,2023,Jan,1875.0,8.0,15.0,1193.0
Musk'ın serveti rekor seviyede eridi!,2023,Jan,455.0,3.0,1.0,108.0
ABD Kongresinin Türkiye raporunda kritik 2023 güncellemesi,2023,Jan,587.0,4.0,1.0,91.0
Ahmet Davutoğlu sistemle ilgili neler söyledi?,2023,Jan,2074.0,12.0,28.0,161.0
6’lı masa sistemde hemfikir mi? | Özel Röportaj,2023,Jan,4062.0,27.0,45.0,3731.0
Habertürk Gündem'de HDP'nin aday çıkarıp çıkarmayacağı konuşuluyor...,2023,Jan,80368.0,255.0,125.0,4162.0
"""İmamoğlu görevden alınacak"" mı? Prof. Dr. Ersan Şen yanıtladı",2023,Jan,18114.0,144.0,85.0,865.0
İmamoğlu'na açılan davayı nasıl yorumluyor? Cem Küçük yanıtladı,2023,Jan,2885.0,18.0,16.0,533.0
Habertürk Gündem'de İmamoğlu hakkında açılan yeni dava konuşuluyor...,2023,Jan,14557.0,67.0,34.0,1530.0
Habertürk Gündem'de İmamoğlu hakkında açılan yeni dava konuşuluyor...,2023,Jan,18552.0,93.0,43.0,3067.0
İmamoğlu'na bir yasak daha gelir mi? Gürsel Tekin yanıtladı,2023,Jan,3571.0,22.0,12.0,598.0
Muhalefet olumsuz imaj mı veriyor? Şükrü Küçükşahin yanıtladı,2023,Jan,947.0,4.0,2.0,731.0
"Habertürk Gündem'de ""İmza Yetkisi"" tartışması konuşuluyor...",2023,Jan,22737.0,91.0,26.0,5878.0
Davutoğlu'nun eşit imza yetkisi çıkışını nasıl değerlendiriyor? Prof. Dr. Selami Kuran yanıtladı,2023,Jan,787.0,3.0,6.0,745.0
6'lı Masa'da uyumsuzluk var mı? Sevilay Yılman yanıtladı,2023,Jan,4289.0,16.0,14.0,618.0
Davutoğlu'nun eşit imza yetkisi çıkışına ne diyor? Prof. Dr. Ersan Şen yanıtladı,2023,Jan,29151.0,143.0,105.0,724.0
Eşit yetki istikrar mı olur kaos mu? Cem Küçük değerlendirdi,2023,Jan,2982.0,15.0,17.0,527.0
Davutoğlu'nun açıklamaları nasıl yorumlandı? Gürsel Tekin yanıtladı,2023,Jan,1610.0,8.0,7.0,599.0
Gelecek Partisi Lideri Ahmet Davutoğlu soruları yanıtlıyor...,2023,Jan,32686.0,176.0,267.0,3706.0
Güçlendirilmiş Parlamenter Sistem'e ne zaman geçilecek? Ahmet Davutoğlu yanıtladı,2023,Jan,1629.0,4.0,14.0,333.0
Muhalefet nasıl yönetecek? Ahmet Davutoğlu yanıtladı,2023,Jan,5771.0,26.0,60.0,673.0
Başörtüsü için anayasa değişikliği. | HT 360 - 11 Ocak 2023,2023,Jan,862.0,11.0,2.0,3190.0
"""İmza Yetkisi"" tartışmasını nasıl değerlendirdi? Ahmet Davutoğlu yanıtladı",2023,Jan,1514.0,3.0,13.0,542.0
Kira ile yarışan site aidatlarıne ne yapılabilir? Aydın Ağaoğlu yanıtladı,2023,Jan,849.0,7.0,2.0,358.0
Ekrem İmamoğlu hakkında yeni dava,2023,Jan,11306.0,42.0,48.0,382.0
Kira fiyatları ne olacak? Emlak Uzmanı Nilüfer Kas yanıtladı,2023,Jan,9581.0,42.0,9.0,538.0
İstanbul'a da kuvvetli yağışlar gelecek mi?,2023,Jan,3927.0,25.0,6.0,265.0
Fincancı'ya hapis ve tahliye kararı #shorts,2023,Jan,3456.0,38.0,7.0,46.0
Kaçırılan Zeus Sunağı Türkiye'ye dönebilecek mi?,2023,Jan,2013.0,16.0,7.0,201.0
Esnaf ve KOBİ'lere 250 milyar liralık kredi destek paketi açıklandı,2023,Jan,1971.0,6.0,2.0,313.0
#CANLI - Cumhurbaşkanı Erdoğan Beştepe'deki toplantıda konuşuyor,2023,Jan,2368.0,12.0,2.0,1288.0
#CANLI - TBMM Başkanı Şentop konuşuyor,2023,Jan,395.0,0.0,1.0,500.0
#CANLI - Bakan Nebati açıklama yapıyor,2023,Jan,4488.0,10.0,37.0,786.0
HDP kimi aday gösterecek? Prof. Dr. Mehmet Şahin ve Elfin Tataroğlu değerlendirdi.,2023,Jan,1437.0,4.0,4.0,1608.0
EYT KGF paketinde neler olacak? Prof. Dr. Kamil Yılmaz yanıtladı,2023,Jan,1584.0,10.0,8.0,533.0
#CANLI - AK Parti Sözcüsü Ömer Çelik açıklama yapıyor,2023,Jan,2688.0,7.0,1.0,1769.0
İkinci el konut kampanyası olacak mı? | Para Gündem - 11 Ocak 2023,2023,Jan,1211.0,14.0,3.0,5964.0
#CANLI - Başörtüsü teklifi görüşmeleri,2023,Jan,3183.0,23.0,14.0,262.0
Son Dakika... Canan Kaftancıoğlu Fahrettin Altun'a hakaret davasında beraat etti!,2023,Jan,2490.0,57.0,2.0,33.0
SPK'da Borsa İstanbul açıklaması... Yavuz Barlas değerlendirdi,2023,Jan,7433.0,30.0,16.0,452.0
#CANLI - İYİ Parti Lideri Akşener partisinin grup toplantısında konuşuyor,2023,Jan,2200.0,17.0,4.0,1641.0
Muhalefet ortak adayı HDP ile istişare eder mi? Parti'nin HDP'ye bakışı ne? | Açık ve Net,2023,Jan,2839.0,14.0,13.0,7494.0
Marketlerde fiyat sabitlemesi devam eder mi? Ömer Düzgün değerlendirdi,2023,Jan,301.0,0.0,2.0,1081.0
#CANLI - İYİ Parti Lideri Akşener partisinin grup toplantısında konuşuyor,2023,Jan,2603.0,17.0,2.0,1570.0
Masanın ortak yönetimi nasıl olacak? | Teke Tek - 10 Ocak 2023,2023,Jan,46707.0,498.0,83.0,5986.0
Rusya askeri cephaneliğini genişletiyor!,2023,Jan,4486.0,57.0,7.0,96.0
Genç kuryenin büyük bir ustalıkla piyano çaldığı anlar sosyal medyada gündem oldu!,2023,Jan,10417.0,304.0,15.0,44.0
Mithat Sancar muhalefet için açık kapı bıraktı!,2023,Jan,614.0,4.0,20.0,144.0
"Kılıçdaroğlu: ""Demokrasi dışı uygulamaları kabul etmiyoruz""",2023,Jan,315.0,0.0,1.0,165.0
Açık ve Net'te HDP'nin ayrı aday çıkarıp çıkarmayacağı konuşuluyor...,2023,Jan,21182.0,82.0,37.0,7139.0
HDP’nin “Kapatılma” planı ne? | Teke Tek - 10 Ocak 2023,2023,Jan,76752.0,809.0,208.0,3859.0
Muhalefette dengeler nereye gidiyor?  Doç. Dr. Turgay Yerlikaya yanıtladı,2023,Jan,970.0,2.0,5.0,807.0
HDP'nin ayrı aday göstermesi hangi ittifaka yarar? Prof. Dr. Mustafa Ilıcalı yanıtladı,2023,Jan,3801.0,11.0,14.0,491.0
Muhalefet ortak adayı HDP ile istişare eder mi? Prof. Dr. Ümit Özlale yanıtladı,2023,Jan,5720.0,24.0,31.0,965.0
Mithat Sancar'ın açıklamaları nasıl yorumlandı? Deniz Zeyrek değerlendirdi,2023,Jan,4185.0,16.0,7.0,583.0
"Yabancı sermaye çözüm mü, değil mi? İlhan Kesici yanıtladı",2023,Jan,5973.0,46.0,20.0,723.0
Son 20 yılda ekonomi ne kadar büyüdü? İlhan Kesici yanıtladı,2023,Jan,3945.0,37.0,8.0,558.0
CHP İstanbul Milletvekili İlhan Kesici Teke Tek'te soruları yanıtlıyor...,2023,Jan,37187.0,367.0,68.0,4559.0
6'lı Masa'da ekonomiyi kim yönetecek? İlhan Kesici yanıtladı,2023,Jan,2360.0,20.0,5.0,185.0
2023 yılı bütçesini neden eleştirdi? İlhan Kesici yanıtladı,2023,Jan,1985.0,22.0,2.0,833.0
"CHP, İmamoğlu davası için ne yapacak? İlhan Kesici yanıtladı",2023,Jan,1270.0,9.0,1.0,341.0
Aday belirleme süreci neden bugüne kadar sonuçlanmadı? İlhan Kesici yanıtladı,2023,Jan,10059.0,63.0,27.0,672.0
"HDP, Mansur Yavaş'a nasıl bakıyor? Prof. Dr. Mithat Sancar yanıtladı",2023,Jan,8810.0,82.0,25.0,631.0
Neden kendi adaylarını çıkaracaklar? Prof. Dr. Mithat Sancar Yanıtladı,2023,Jan,11287.0,107.0,34.0,735.0
"HDP'nin ""Kapatılma"" planı ne? Prof. Dr. Mithat Sancar yanıtladı",2023,Jan,6866.0,83.0,25.0,645.0
"""Uzaktan Öğretmen"" olunur mu? Cihat Şener yanıtladı",2023,Jan,1349.0,14.0,24.0,360.0
"İYİ Parti, AK Parti'yi neden reddetti? Müsavat Dervişoğlu yanıtladı",2023,Jan,2494.0,9.0,8.0,578.0
"""6 Lidere Eşit İmza"" Anayasaya göre mümkün mü? Dr. Rezan Epözdemir değerlendirdi",2023,Jan,627.0,2.0,1.0,480.0
Süreç nasıl devam edecek? | HT 360 - 10 Ocak 2023,2023,Jan,999.0,11.0,10.0,3199.0
Ukrayna-Rusya savaşında son durum nedir? | Özel Röportaj - 10 Ocak 2023,2023,Jan,25730.0,314.0,59.0,579.0
"ABD'ye zor ""müttefik"" sorusu: ABD YPG ile bağını kesebilir mi? Çetiner Çetin değerlendirdi",2023,Jan,7035.0,42.0,10.0,857.0
Konut fiyatları ne olacak? Hakan Akdoğan değerlendirdi,2023,Jan,5655.0,41.0,30.0,883.0
#CANLI - Cumhurbaşkanı Erdoğan Ankara'daki toplantıda konuşuyor,2023,Jan,2007.0,10.0,2.0,1645.0
YÖK'ten pedagojik formasyon kararı,2023,Jan,8638.0,81.0,40.0,169.0
Obruktan sonra yarık tehlikesi!,2023,Jan,1641.0,21.0,2.0,110.0
İstanbul Boğazı'nda emisyon kontrolü,2023,Jan,388.0,3.0,1.0,113.0
"#CANLI - CHP Genel Başkanı Kılıçdaroğlu, partisinin grup toplantısında konuşuyor",2023,Jan,5641.0,52.0,30.0,2005.0
Bakan Koca'dan sahte ilaç açıklaması,2023,Jan,388.0,1.0,3.0,126.0
MHP Lideri Bahçeli'den Sinan Ateş cinayeti açıklaması,2023,Jan,1076.0,4.0,10.0,114.0
Robot avukat duruşmaya hazırlanıyor #shorts,2023,Jan,2007.0,30.0,1.0,58.0
Emekli olduktan sonra EYT’liler çalışacak mı? | Para Gündem - 10 Ocak 2023,2023,Jan,1724.0,19.0,3.0,5515.0
Baykar görüntüleri paylaştı! Pist olmadan iniş-kalkış yapabiliyor,2023,Jan,1642.0,29.0,3.0,83.0
İthalat et fiyatını düşürür mü? TÜSEDAD Başkanı Sencer Solakoğlu değerlendirdi,2023,Jan,5974.0,77.0,24.0,635.0
#CANLI - MHP Lideri Devlet Bahçeli partisinin grup toplantısında konuşuyor,2023,Jan,14770.0,145.0,81.0,3111.0
Araç sahipleri dikkat! Trafik sigortası primine yeni kademe uygulaması geliyor!,2023,Jan,584.0,3.0,2.0,123.0
İşsizlik rakamları neyi gösteriyor? Abdurrahman Yıldırım değerlendirdi,2023,Jan,274.0,2.0,1.0,895.0
Son Dakika... HDP kapatma davasında kritik gün! Yargıtay Cumhuriyet Başsavcısı'ndan sözlü açıklama,2023,Jan,2649.0,11.0,2.0,220.0
Patlamalar yeryüzünü nasıl etkiler? I Teke Tek Bilim - 9 Ocak 2023,2023,Jan,298380.0,2344.0,198.0,7088.0
TOGG için kamu alım garantisi!,2023,Jan,928.0,2.0,4.0,251.0
EYT ne zaman meclise gelecek?,2023,Jan,53950.0,431.0,255.0,120.0
Altı Cumhurbaşkanlı sistem mi? | Açık ve Net - 9 Ocak 2023,2023,Jan,1182.0,7.0,3.0,7754.0
"CHP, memur ve emeklilere yapılan yüzde 30 zammı eleştirdi",2023,Jan,1729.0,9.0,4.0,136.0
Kaz Dağları'nda yangın çıktı,2023,Jan,296.0,1.0,2.0,47.0
Cumhurbaşkanı Erdoğan kabine sonrası hangi açıklamalarda bulundu?,2023,Jan,1878.0,20.0,14.0,654.0
#CANLI - Uşak'ta Kökünü Kurutma Operasyonu... İçişleri Bakanı Süleyman Soylu konuşuyor.,2023,Jan,2597.0,10.0,14.0,47.0
Teke Tek Bilim'de yanardağ patlamalarının sebepleri konuşuluyor...,2023,Jan,29947.0,388.0,25.0,5642.0
Hawaii'deki yanardağ neden patladı? Dr. Nalan Lom Cebeci yanıtladı,2023,Jan,3712.0,35.0,5.0,743.0
Volkanik lav soğuduğunda ne olur? Prof. Dr. Celal Şengör yanıtladı,2023,Jan,2426.0,24.0,3.0,756.0
Lavların sıcaklığı kaç derecedir? Prof. Dr. Celal Şengör yanıtladı,2023,Jan,1345.0,17.0,1.0,513.0
Yanardağlar nasıl patlar? Prof. Dr. Celal Şengör yanıtladı,2023,Jan,1913.0,16.0,4.0,641.0
Teke Tek Bilim'de yanardağ patlamalarının sebepleri konuşuluyor...,2023,Jan,4762.0,48.0,0.0,1303.0
Hawaii'deki dünyanın en büyük aktif yanardağı neden patladı? Prof. Dr. Celal Şengör yanıtladı,2023,Jan,1972.0,24.0,2.0,406.0
Yanardağ patlamalarının sebebi ne? Prof. Dr. Celal Şengör yanıtladı,2023,Jan,1616.0,13.0,2.0,655.0
Açık ve Net'te HDP'nin aday çıkaracak olması konuşuluyor...,2023,Jan,12422.0,42.0,18.0,2812.0
HDP'nin aday göstermesi kime yarar? Kemal Öztürk yanıtladı,2023,Jan,2552.0,10.0,4.0,430.0
Masada oyların önemi olmayacak mı? Faruk Aksoy yanıtladı,2023,Jan,772.0,1.0,1.0,291.0
Açık ve Net'te 6'lı Masa'nın yönetim önerisi konuşuluyor...,2023,Jan,20190.0,46.0,39.0,4547.0
Genel Başkanlar ile Cumhurbaşkanı aynı yetkide mi olacak? Kemal Öztürk Yanıtladı,2023,Jan,1159.0,3.0,1.0,548.0
Davutoğlu'nun önerdiği sistem çalışır mı? Hasan Öztürk yanıtladı,2023,Jan,360.0,1.0,2.0,771.0
