channelName,subscribers,views,totalVideos,playlistId,durationSecs,commentCount,likeCount,commentCount_after,likeCount_after,viewCount_after,durationSecs_after,views_rise_after,likes_rise_after,dur_rise_after,coms_rise_after,comment_per_video_inc_after,likes_per_video_rise_after,views_per_video_rise_after,dur_per_video_rise_after
Cüneyt Özdemir,1480000,418761468,4687,UUkwHQ7DWv9aqEtvAOSO74dQ,6757756.0,919664.0,9434892.0,40818.0,685484.0,36021283.0,571923.0,0.09406878080975806,0.07834632926021966,0.0924569091988096,0.046444997189496226,0.6666832718939922,1.1245940685217337,1.3502733071363975,1.3271334946989963
